INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2026-04-06T10:00:00-00:00,2026-04-06T11:00:00-00:00,1,2026-04-06,4,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,67.67,DAM,6
2026-04-06T11:00:00-00:00,2026-04-06T12:00:00-00:00,1,2026-04-06,5,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,69.94,DAM,6
2026-04-06T13:00:00-00:00,2026-04-06T14:00:00-00:00,1,2026-04-06,7,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,86.68,DAM,6
2026-04-06T16:00:00-00:00,2026-04-06T17:00:00-00:00,1,2026-04-06,10,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,93.97,DAM,6
2026-04-06T18:00:00-00:00,2026-04-06T19:00:00-00:00,1,2026-04-06,12,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,91.01,DAM,6
2026-04-06T17:00:00-00:00,2026-04-06T18:00:00-00:00,1,2026-04-06,11,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,91.63,DAM,6
2026-04-07T00:00:00-00:00,2026-04-07T01:00:00-00:00,1,2026-04-06,18,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,110.06,DAM,6
2026-04-07T03:00:00-00:00,2026-04-07T04:00:00-00:00,1,2026-04-06,21,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,102.11,DAM,6
2026-04-06T14:00:00-00:00,2026-04-06T15:00:00-00:00,1,2026-04-06,8,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,94.21,DAM,6
2026-04-06T12:00:00-00:00,2026-04-06T13:00:00-00:00,1,2026-04-06,6,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,75.94,DAM,6
2026-04-06T17:00:00-00:00,2026-04-06T18:00:00-00:00,1,2026-04-06,11,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,114.11,DAM,7
2026-04-06T18:00:00-00:00,2026-04-06T19:00:00-00:00,1,2026-04-06,12,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,114.33,DAM,7
2026-04-06T21:00:00-00:00,2026-04-06T22:00:00-00:00,1,2026-04-06,15,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,127.26,DAM,7
2026-04-07T02:00:00-00:00,2026-04-07T03:00:00-00:00,1,2026-04-06,20,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,160.9,DAM,7
2026-04-06T07:00:00-00:00,2026-04-06T08:00:00-00:00,1,2026-04-06,1,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,107.35,DAM,7
2026-04-06T20:00:00-00:00,2026-04-06T21:00:00-00:00,1,2026-04-06,14,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,120.36,DAM,7
2026-04-06T22:00:00-00:00,2026-04-06T23:00:00-00:00,1,2026-04-06,16,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,137.1,DAM,7
2026-04-06T16:00:00-00:00,2026-04-06T17:00:00-00:00,1,2026-04-06,10,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,115.68,DAM,7
2026-04-07T06:00:00-00:00,2026-04-07T07:00:00-00:00,1,2026-04-06,24,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,114.4,DAM,7
2026-04-06T12:00:00-00:00,2026-04-06T13:00:00-00:00,1,2026-04-06,6,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,99.21,DAM,7
2026-04-06T13:00:00-00:00,2026-04-06T14:00:00-00:00,1,2026-04-06,7,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,109.62,DAM,7
2026-04-07T01:00:00-00:00,2026-04-07T02:00:00-00:00,1,2026-04-06,19,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,160.36,DAM,7
2026-04-06T14:00:00-00:00,2026-04-06T15:00:00-00:00,1,2026-04-06,8,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,114.41,DAM,7
2026-04-07T03:00:00-00:00,2026-04-07T04:00:00-00:00,1,2026-04-06,21,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,157.65,DAM,7
2026-04-06T08:00:00-00:00,2026-04-06T09:00:00-00:00,1,2026-04-06,2,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,99.95,DAM,7
2026-04-06T09:00:00-00:00,2026-04-06T10:00:00-00:00,1,2026-04-06,3,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,95.16,DAM,7
2026-04-06T11:00:00-00:00,2026-04-06T12:00:00-00:00,1,2026-04-06,5,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,93.72,DAM,7
2026-04-06T23:00:00-00:00,2026-04-07T00:00:00-00:00,1,2026-04-06,17,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,147.92,DAM,7
2026-04-07T00:00:00-00:00,2026-04-07T01:00:00-00:00,1,2026-04-06,18,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,156.88,DAM,7
2026-04-07T04:00:00-00:00,2026-04-07T05:00:00-00:00,1,2026-04-06,22,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,144.22,DAM,7
2026-04-07T05:00:00-00:00,2026-04-07T06:00:00-00:00,1,2026-04-06,23,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,128.83,DAM,7
2026-04-06T15:00:00-00:00,2026-04-06T16:00:00-00:00,1,2026-04-06,9,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,115.7,DAM,7
2026-04-06T19:00:00-00:00,2026-04-06T20:00:00-00:00,1,2026-04-06,13,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,116.14,DAM,7
2026-04-06T10:00:00-00:00,2026-04-06T11:00:00-00:00,1,2026-04-06,4,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,92.52,DAM,7
2026-04-06T10:00:00-00:00,2026-04-06T11:00:00-00:00,1,2026-04-06,4,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,884.7,DAM,8
2026-04-06T08:00:00-00:00,2026-04-06T09:00:00-00:00,1,2026-04-06,2,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,949.79,DAM,8
2026-04-06T20:00:00-00:00,2026-04-06T21:00:00-00:00,1,2026-04-06,14,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1174.52,DAM,8
2026-04-06T15:00:00-00:00,2026-04-06T16:00:00-00:00,1,2026-04-06,9,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1111.22,DAM,8
2026-04-06T22:00:00-00:00,2026-04-06T23:00:00-00:00,1,2026-04-06,16,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1291.8,DAM,8
2026-04-06T14:00:00-00:00,2026-04-06T15:00:00-00:00,1,2026-04-06,8,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1099.5,DAM,8
2026-04-07T06:00:00-00:00,2026-04-07T07:00:00-00:00,1,2026-04-06,24,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,979.59,DAM,8
2026-04-07T03:00:00-00:00,2026-04-07T04:00:00-00:00,1,2026-04-06,21,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1280.18,DAM,8
2026-04-07T02:00:00-00:00,2026-04-07T03:00:00-00:00,1,2026-04-06,20,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1306.92,DAM,8
2026-04-06T19:00:00-00:00,2026-04-06T20:00:00-00:00,1,2026-04-06,13,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1142.84,DAM,8
2026-04-06T13:00:00-00:00,2026-04-06T14:00:00-00:00,1,2026-04-06,7,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1040.23,DAM,8
2026-04-07T01:00:00-00:00,2026-04-07T02:00:00-00:00,1,2026-04-06,19,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1340.16,DAM,8
2026-04-07T00:00:00-00:00,2026-04-07T01:00:00-00:00,1,2026-04-06,18,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1361.59,DAM,8
2026-04-06T11:00:00-00:00,2026-04-06T12:00:00-00:00,1,2026-04-06,5,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,907.58,DAM,8
2026-04-06T07:00:00-00:00,2026-04-06T08:00:00-00:00,1,2026-04-06,1,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,996.89,DAM,8
2026-04-06T16:00:00-00:00,2026-04-06T17:00:00-00:00,1,2026-04-06,10,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1121.2,DAM,8
2026-04-06T09:00:00-00:00,2026-04-06T10:00:00-00:00,1,2026-04-06,3,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,902.38,DAM,8
2026-04-06T23:00:00-00:00,2026-04-07T00:00:00-00:00,1,2026-04-06,17,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1348.31,DAM,8
2026-04-06T21:00:00-00:00,2026-04-06T22:00:00-00:00,1,2026-04-06,15,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1227.11,DAM,8
2026-04-06T18:00:00-00:00,2026-04-06T19:00:00-00:00,1,2026-04-06,12,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1125.16,DAM,8
2026-04-06T17:00:00-00:00,2026-04-06T18:00:00-00:00,1,2026-04-06,11,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1119.41,DAM,8
2026-04-07T05:00:00-00:00,2026-04-07T06:00:00-00:00,1,2026-04-06,23,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1074.59,DAM,8
2026-04-06T12:00:00-00:00,2026-04-06T13:00:00-00:00,1,2026-04-06,6,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,960.13,DAM,8
2026-04-07T04:00:00-00:00,2026-04-07T05:00:00-00:00,1,2026-04-06,22,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1184.4,DAM,8
2026-04-06T17:00:00-00:00,2026-04-06T18:00:00-00:00,1,2026-04-06,11,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,29.65,DAM,9
2026-04-06T20:00:00-00:00,2026-04-06T21:00:00-00:00,1,2026-04-06,14,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,29.11,DAM,9
2026-04-06T18:00:00-00:00,2026-04-06T19:00:00-00:00,1,2026-04-06,12,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,30.23,DAM,9
2026-04-06T09:00:00-00:00,2026-04-06T10:00:00-00:00,1,2026-04-06,3,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,28.09,DAM,9
2026-04-06T21:00:00-00:00,2026-04-06T22:00:00-00:00,1,2026-04-06,15,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,29.84,DAM,9
2026-04-06T14:00:00-00:00,2026-04-06T15:00:00-00:00,1,2026-04-06,8,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,33.81,DAM,9
2026-04-06T13:00:00-00:00,2026-04-06T14:00:00-00:00,1,2026-04-06,7,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,32.04,DAM,9
2026-04-06T10:00:00-00:00,2026-04-06T11:00:00-00:00,1,2026-04-06,4,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,27.89,DAM,9
2026-04-06T19:00:00-00:00,2026-04-06T20:00:00-00:00,1,2026-04-06,13,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,28.84,DAM,9
2026-04-06T07:00:00-00:00,2026-04-06T08:00:00-00:00,1,2026-04-06,1,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,28.77,DAM,9
2026-04-06T12:00:00-00:00,2026-04-06T13:00:00-00:00,1,2026-04-06,6,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,30.55,DAM,9
2026-04-06T08:00:00-00:00,2026-04-06T09:00:00-00:00,1,2026-04-06,2,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,28.9,DAM,9
2026-04-07T03:00:00-00:00,2026-04-07T04:00:00-00:00,1,2026-04-06,21,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,31.3,DAM,9
2026-04-07T01:00:00-00:00,2026-04-07T02:00:00-00:00,1,2026-04-06,19,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,30.98,DAM,9
2026-04-07T06:00:00-00:00,2026-04-07T07:00:00-00:00,1,2026-04-06,24,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,30.39,DAM,9
2026-04-07T05:00:00-00:00,2026-04-07T06:00:00-00:00,1,2026-04-06,23,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,31.47,DAM,9
2026-04-07T02:00:00-00:00,2026-04-07T03:00:00-00:00,1,2026-04-06,20,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,31.46,DAM,9
2026-04-06T16:00:00-00:00,2026-04-06T17:00:00-00:00,1,2026-04-06,10,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,30.63,DAM,9
2026-04-06T15:00:00-00:00,2026-04-06T16:00:00-00:00,1,2026-04-06,9,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,32.88,DAM,9
2026-04-07T00:00:00-00:00,2026-04-07T01:00:00-00:00,1,2026-04-06,18,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,32.29,DAM,9
2026-04-07T04:00:00-00:00,2026-04-07T05:00:00-00:00,1,2026-04-06,22,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,32.31,DAM,9
2026-04-06T23:00:00-00:00,2026-04-07T00:00:00-00:00,1,2026-04-06,17,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,32.09,DAM,9
2026-04-06T22:00:00-00:00,2026-04-06T23:00:00-00:00,1,2026-04-06,16,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,29.56,DAM,9
2026-04-06T11:00:00-00:00,2026-04-06T12:00:00-00:00,1,2026-04-06,5,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,28.67,DAM,9
2026-04-06T14:00:00-00:00,2026-04-06T15:00:00-00:00,1,2026-04-06,8,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6847.93,DAM,10
2026-04-06T13:00:00-00:00,2026-04-06T14:00:00-00:00,1,2026-04-06,7,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6551.74,DAM,10
2026-04-06T11:00:00-00:00,2026-04-06T12:00:00-00:00,1,2026-04-06,5,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5499.21,DAM,10
2026-04-06T16:00:00-00:00,2026-04-06T17:00:00-00:00,1,2026-04-06,10,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6670.15,DAM,10
2026-04-06T23:00:00-00:00,2026-04-07T00:00:00-00:00,1,2026-04-06,17,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6222.79,DAM,10
2026-04-07T04:00:00-00:00,2026-04-07T05:00:00-00:00,1,2026-04-06,22,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6276.18,DAM,10
2026-04-06T15:00:00-00:00,2026-04-06T16:00:00-00:00,1,2026-04-06,9,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6797.28,DAM,10
2026-04-06T17:00:00-00:00,2026-04-06T18:00:00-00:00,1,2026-04-06,11,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6531.92,DAM,10
2026-04-07T00:00:00-00:00,2026-04-07T01:00:00-00:00,1,2026-04-06,18,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6327.69,DAM,10
2026-04-07T01:00:00-00:00,2026-04-07T02:00:00-00:00,1,2026-04-06,19,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6403.33,DAM,10
2026-04-06T08:00:00-00:00,2026-04-06T09:00:00-00:00,1,2026-04-06,2,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5182.01,DAM,10
2026-04-06T21:00:00-00:00,2026-04-06T22:00:00-00:00,1,2026-04-06,15,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6227.85,DAM,10
2026-04-07T06:00:00-00:00,2026-04-07T07:00:00-00:00,1,2026-04-06,24,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5626.13,DAM,10
2026-04-07T03:00:00-00:00,2026-04-07T04:00:00-00:00,1,2026-04-06,21,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6501.87,DAM,10
2026-04-07T02:00:00-00:00,2026-04-07T03:00:00-00:00,1,2026-04-06,20,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6463.71,DAM,10
2026-04-07T05:00:00-00:00,2026-04-07T06:00:00-00:00,1,2026-04-06,23,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5928.46,DAM,10
2026-04-06T09:00:00-00:00,2026-04-06T10:00:00-00:00,1,2026-04-06,3,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5188.25,DAM,10
2026-04-06T12:00:00-00:00,2026-04-06T13:00:00-00:00,1,2026-04-06,6,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5972.01,DAM,10
2026-04-06T18:00:00-00:00,2026-04-06T19:00:00-00:00,1,2026-04-06,12,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6434.71,DAM,10
2026-04-06T22:00:00-00:00,2026-04-06T23:00:00-00:00,1,2026-04-06,16,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6190.68,DAM,10
2026-04-06T10:00:00-00:00,2026-04-06T11:00:00-00:00,1,2026-04-06,4,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5261.06,DAM,10
2026-04-06T20:00:00-00:00,2026-04-06T21:00:00-00:00,1,2026-04-06,14,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6287.37,DAM,10
2026-04-06T07:00:00-00:00,2026-04-06T08:00:00-00:00,1,2026-04-06,1,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5247.1,DAM,10
2026-04-06T19:00:00-00:00,2026-04-06T20:00:00-00:00,1,2026-04-06,13,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6358.91,DAM,10
2026-04-06T09:00:00-00:00,2026-04-06T10:00:00-00:00,1,2026-04-06,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,20237.94,DAM,11
2026-04-07T02:00:00-00:00,2026-04-07T03:00:00-00:00,1,2026-04-06,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,27488.81,DAM,11
2026-04-06T14:00:00-00:00,2026-04-06T15:00:00-00:00,1,2026-04-06,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,23865.04,DAM,11
2026-04-06T18:00:00-00:00,2026-04-06T19:00:00-00:00,1,2026-04-06,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,18512.57,DAM,11
2026-04-07T06:00:00-00:00,2026-04-07T07:00:00-00:00,1,2026-04-06,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,23107.91,DAM,11
2026-04-06T16:00:00-00:00,2026-04-06T17:00:00-00:00,1,2026-04-06,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,21534.25,DAM,11
2026-04-06T19:00:00-00:00,2026-04-06T20:00:00-00:00,1,2026-04-06,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,17861.86,DAM,11
2026-04-06T23:00:00-00:00,2026-04-07T00:00:00-00:00,1,2026-04-06,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,21822.49,DAM,11
2026-04-07T00:00:00-00:00,2026-04-07T01:00:00-00:00,1,2026-04-06,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,24284.4,DAM,11
2026-04-07T03:00:00-00:00,2026-04-07T04:00:00-00:00,1,2026-04-06,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,27091.01,DAM,11
2026-04-06T08:00:00-00:00,2026-04-06T09:00:00-00:00,1,2026-04-06,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,21013.92,DAM,11
2026-04-06T10:00:00-00:00,2026-04-06T11:00:00-00:00,1,2026-04-06,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,19886.89,DAM,11
2026-04-06T13:00:00-00:00,2026-04-06T14:00:00-00:00,1,2026-04-06,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,22954.47,DAM,11
2026-04-06T15:00:00-00:00,2026-04-06T16:00:00-00:00,1,2026-04-06,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,23152.37,DAM,11
2026-04-06T20:00:00-00:00,2026-04-06T21:00:00-00:00,1,2026-04-06,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,17838.95,DAM,11
2026-04-07T01:00:00-00:00,2026-04-07T02:00:00-00:00,1,2026-04-06,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,26581.54,DAM,11
2026-04-06T07:00:00-00:00,2026-04-06T08:00:00-00:00,1,2026-04-06,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,21805.08,DAM,11
2026-04-06T17:00:00-00:00,2026-04-06T18:00:00-00:00,1,2026-04-06,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,19824.22,DAM,11
2026-04-07T05:00:00-00:00,2026-04-07T06:00:00-00:00,1,2026-04-06,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,24732.77,DAM,11
2026-04-07T04:00:00-00:00,2026-04-07T05:00:00-00:00,1,2026-04-06,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,26308.21,DAM,11
2026-04-06T12:00:00-00:00,2026-04-06T13:00:00-00:00,1,2026-04-06,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,21339.25,DAM,11
2026-04-06T21:00:00-00:00,2026-04-06T22:00:00-00:00,1,2026-04-06,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,18577.89,DAM,11
2026-04-06T22:00:00-00:00,2026-04-06T23:00:00-00:00,1,2026-04-06,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,19896.21,DAM,11
2026-04-06T11:00:00-00:00,2026-04-06T12:00:00-00:00,1,2026-04-06,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,20214.56,DAM,11
2026-04-06T07:00:00-00:00,2026-04-06T08:00:00-00:00,1,2026-04-06,1,0,DAM,EPE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,659.45,DAM,12
2026-04-06T12:00:00-00:00,2026-04-06T13:00:00-00:00,1,2026-04-06,6,0,DAM,EPE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,785.99,DAM,12
2026-04-06T22:00:00-00:00,2026-04-06T23:00:00-00:00,1,2026-04-06,16,0,DAM,EPE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,839.97,DAM,12
2026-04-06T08:00:00-00:00,2026-04-06T09:00:00-00:00,1,2026-04-06,2,0,DAM,EPE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,646.49,DAM,12
2026-04-06T13:00:00-00:00,2026-04-06T14:00:00-00:00,1,2026-04-06,7,0,DAM,EPE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,804.87,DAM,12
2026-04-06T15:00:00-00:00,2026-04-06T16:00:00-00:00,1,2026-04-06,9,0,DAM,EPE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,754.27,DAM,12
2026-04-06T18:00:00-00:00,2026-04-06T19:00:00-00:00,1,2026-04-06,12,0,DAM,EPE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,720.56,DAM,12
